,주문자ID,상품구매금액,나이,성별,유입경로,유입기기,사업자구분,회원구분,가입-최종주문기간,AgeGroup,region
4127,pp959,1499730,40,남자,유튜브광고,PC,개인,전화주문 고객,201,40-44,세종특별자치시
4128,pp960,200750,26,남자,유튜브광고,PC,개인,전화주문 고객,160,25-29,경상북도
4129,pp961,165170,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도
4130,pp962,132330,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도
4131,pp963,843500,34,남자,유튜브광고,PC,개인,전화주문 고객,4,30-34,경상남도
4132,pp964,1318620,40,남자,유튜브광고,PC,개인,전화주문 고객,201,40-44,경상남도
4133,pp965,1379950,40,남자,유튜브광고,PC,개인,전화주문 고객,92,40-44,부산광역시
4134,pp966,147850,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경기도
4135,pp967,592650,40,남자,전단지광고,PC,개인,전화주문 고객,80,40-44,부산광역시
4136,pp968,119020,32,남자,전단지광고,PC,개인,전화주문 고객,0,30-34,경상남도
4137,pp969,247500,30,남자,인터넷검색,PC,개인,전화주문 고객,14,30-34,제주특별자치도
4138,pp970,284130,33,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,서울특별시
4139,pp971,240740,30,남자,전단지광고,PC,개인,전화주문 고객,46,30-34,제주특별자치도
4140,pp972,193850,54,남자,블로그광고,PC,개인,전화주문 고객,46,50-54,경기도
4141,pp973,182820,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상남도
4142,pp974,118140,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청북도
4143,pp975,173690,27,남자,유튜브광고,PC,개인,전화주문 고객,147,25-29,울산광역시
4144,pp976,279520,28,남자,전단지광고,PC,개인,전화주문 고객,28,25-29,충청남도
4145,pp979,226710,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청북도
4146,pp980,152890,29,남자,유튜브광고,PC,개인,전화주문 고객,205,25-29,경기도
4147,pp981,198320,27,남자,유튜브광고,PC,개인,전화주문 고객,128,25-29,인천광역시
4148,pp982,2515220,40,남자,유튜브광고,PC,개인,전화주문 고객,205,40-44,대구광역시
4149,pp983,179240,29,남자,전단지광고,PC,개인,전화주문 고객,112,25-29,경기도
4150,pp984,1481140,40,남자,유튜브광고,PC,개인,전화주문 고객,203,40-44,충청남도
4151,pp986,118470,31,남자,전단지광고,PC,개인,전화주문 고객,42,30-34,경상북도
4152,pp987,68530,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청북도
4153,pp988,70620,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,강원도
4154,pp989,876880,42,남자,전단지광고,PC,개인,전화주문 고객,0,40-44,제주특별자치도
4155,pp990,982310,40,남자,전단지광고,PC,개인,전화주문 고객,202,40-44,충청북도
4156,pp991,25570,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,경상남도
4157,pp992,1650060,26,남자,전단지광고,PC,개인,전화주문 고객,192,25-29,부산광역시
4158,pp993,659900,37,남자,유튜브광고,PC,개인,전화주문 고객,0,35-39,대구광역시
4159,pp994,146190,32,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시
4160,pp995,409480,21,남자,유튜브광고,PC,개인,전화주문 고객,161,20-24,전라남도
4161,pp996,236610,30,남자,유튜브광고,PC,사업자,전화주문 고객,62,30-34,충청북도
4162,pp997,71450,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,부산광역시
4163,pp998,269640,30,남자,유튜브광고,PC,개인,전화주문 고객,153,30-34,경상남도
4164,pp999,16150,31,남자,유튜브광고,PC,개인,전화주문 고객,0,30-34,충청북도
4165,ppee1234,114200,41,남자,인터넷기사광고,PC,사업자,사업자,85,40-44,울산광역시
4166,ppmk6966,739090,47,남자,전단지광고,모바일,사업자,사업자,258,45-49,경상남도
4167,ppmm17,211640,47,남자,전단지광고,PC,개인,일반,0,45-49,경기도
4168,ppootty827,73920,44,남자,인터넷검색,모바일,사업자,사업자,0,40-44,부산광역시
4169,ppphhhss,347860,32,남자,인터넷검색,PC,사업자,사업자,58,30-34,서울특별시
4170,preetykimbob,69300,45,남자,기타,PC,사업자,사업자,0,45-49,인천광역시
4171,profc88,286240,49,남자,전단지광고,PC,사업자,일반,0,45-49,경기도
4172,psalms,837100,49,남자,기타,PC,개인,일반,45,45-49,대구광역시
4173,pscgopsc,160820,44,남자,SNS광고,모바일,개인,사업자,0,40-44,서울특별시
4174,psi3232,274630,36,여자,전단지광고,모바일,사업자,사업자,142,35-39,강원도
4175,psm2113,1051090,33,남자,전단지광고,PC,사업자,사업자,143,30-34,부산광역시
4176,pss00700,188290,40,남자,지인추천,모바일,사업자,일반,3,40-44,경상북도
4177,psy9195,179390,43,남자,잡지광고,모바일,사업자,사업자,26,40-44,경기도
4178,psypolice,331350,31,남자,카카오톡광고,모바일,사업자,일반,41,30-34,강원도
4179,ptoks06,63070,47,남자,블로그광고,PC,사업자,일반,0,45-49,서울특별시
4180,pucil1,94710,46,남자,SNS광고,모바일,개인,일반,10,45-49,강원도
4181,purple203,521830,33,남자,전단지광고,모바일,사업자,사업자,281,30-34,경기도
4182,purpleye,60020,47,남자,지인추천,PC,개인,일반,0,45-49,서울특별시
4183,pusangull,254760,43,남자,잡지광고,PC,사업자,사업자,105,40-44,인천광역시
4184,pussen,89450,40,남자,인터넷기사광고,PC,사업자,사업자,0,40-44,서울특별시
4185,pych64,646390,24,여자,인터넷검색,PC,개인,일반,185,20-24,경상남도
4186,pyeongchan9,3081310,22,남자,잡지광고,모바일,사업자,사업자,363,20-24,강원도
4187,pyh0708,99400,45,남자,지인추천,모바일,사업자,사업자,468,45-49,경기도
4188,pynzzang,240160,40,남자,전단지광고,PC,사업자,일반,36,40-44,경기도
4189,pyungane07,561520,36,남자,잡지광고,PC,사업자,사업자,467,35-39,인천광역시
4190,q19000,227140,35,남자,기타,PC,개인,일반,120,35-39,경상남도
4191,q9691445,917700,23,남자,카카오톡광고,모바일,사업자,사업자,210,20-24,경상북도
4192,qa1234,235800,42,남자,SNS광고,모바일,사업자,사업자,132,40-44,강원도
4193,qaqa1212,2150400,41,남자,잡지광고,모바일,사업자,사업자,483,40-44,경상북도
4194,qazwsx1234,250510,45,남자,잡지광고,모바일,개인,일반,14,45-49,경상남도
4195,qazxsw83,91960,45,남자,전단지광고,모바일,사업자,사업자,0,45-49,강원도
4196,qazz5521,506730,26,남자,지인추천,모바일,사업자,사업자,267,25-29,부산광역시
4197,qhfkaspt1,853840,40,여자,인터넷검색,PC,개인,일반,201,40-44,충청남도
4198,qhrud5088,229260,45,남자,전단지광고,PC,사업자,사업자,0,45-49,경상남도
4199,qhssmdwjr,1534400,40,남자,잡지광고,모바일,개인,일반,169,40-44,충청북도
4200,qinqin2015,209320,46,남자,전단지광고,모바일,사업자,일반,8,45-49,서울특별시
4201,qkakdh,361240,48,남자,기타,PC,개인,일반,392,45-49,경기도
4202,qkqngmlcks1,340380,43,남자,잡지광고,PC,사업자,사업자,31,40-44,광주광역시
4203,qkr5624,123900,44,남자,SNS광고,모바일,사업자,사업자,0,40-44,서울특별시
4204,qkraltnr13,47700,44,남자,블로그광고,PC,사업자,사업자,0,40-44,전라남도
4205,qkrenl,117300,41,남자,SNS광고,모바일,사업자,사업자,324,40-44,충청남도
4206,qkrkdwlqnd,117480,41,남자,전단지광고,모바일,사업자,사업자,116,40-44,인천광역시
4207,qkrrh4750,61900,47,남자,전단지광고,모바일,사업자,일반,0,45-49,부산광역시
4208,qkrtkdrnjs,756610,40,남자,지인추천,PC,사업자,사업자,118,40-44,광주광역시
4209,qkrxodidqkr,81600,44,남자,인터넷검색,PC,사업자,사업자,2,40-44,경기도
4210,qkwk22,57850,43,여자,인터넷검색,모바일,사업자,사업자,75,40-44,경기도
4211,qlcgksdl,83820,36,남자,지인추천,PC,사업자,사업자,41,35-39,울산광역시
4212,qmsdl4857,901930,71,남자,신문광고,모바일,사업자,사업자,6,70-74,경기도
4213,qnfdns,286700,38,남자,전단지광고,모바일,사업자,사업자,13,35-39,전라남도
4214,qorrn4865,306910,34,남자,카카오톡광고,모바일,사업자,사업자,114,30-34,충청남도
4215,qpt8526,262450,44,남자,전단지광고,PC,사업자,일반,155,40-44,경기도
4216,qqq12333,147850,42,남자,잡지광고,모바일,사업자,사업자,0,40-44,부산광역시
4217,quddkfzz5919,723470,31,남자,전단지광고,PC,사업자,사업자,90,30-34,울산광역시
4218,qw53888340,1168280,55,남자,잡지광고,모바일,개인,일반,108,55-59,인천광역시
4219,qwert910310,115860,45,남자,잡지광고,PC,사업자,사업자,0,45-49,부산광역시
4220,qwqweer,104250,42,남자,블로그광고,PC,사업자,사업자,181,40-44,충청남도
4221,r34663691,8709220,46,남자,지인추천,모바일,사업자,사업자,214,45-49,충청북도
4222,rahyoon,96920,45,남자,인터넷검색,모바일,개인,일반,16,45-49,부산광역시
4223,rak1582,1701240,30,남자,이메일광고,PC,사업자,사업자,152,30-34,경상북도
4224,rami1215,262790,43,남자,SNS광고,모바일,사업자,사업자,77,40-44,강원도
4225,rara7155,64720,44,남자,잡지광고,모바일,사업자,사업자,0,40-44,경상북도
4226,rawoochang,548980,38,남자,카카오톡광고,모바일,사업자,사업자,174,35-39,경기도
4227,rbfla9655,92070,45,남자,인터넷검색,모바일,개인,일반,0,45-49,전라남도
4228,rcj8600,1397890,36,남자,이메일광고,PC,사업자,사업자,317,35-39,충청남도
4229,realhy71,2613000,40,여자,SNS광고,모바일,사업자,사업자,532,40-44,서울특별시
4230,realkang,4385860,35,남자,이메일광고,PC,사업자,사업자,617,35-39,울산광역시
4231,redfud99,53870,43,남자,기타,PC,사업자,사업자,0,40-44,경기도
4232,redgift83,196810,45,남자,잡지광고,모바일,사업자,사업자,2,45-49,경기도
4233,redhot4,99400,44,남자,잡지광고,모바일,개인,일반,84,40-44,경기도
4234,redmulchi,47300,43,여자,SNS광고,모바일,사업자,사업자,1,40-44,인천광역시
4235,redox7905,171620,48,남자,블로그광고,모바일,사업자,일반,0,45-49,경기도
4236,rejene,256240,31,남자,전단지광고,모바일,사업자,사업자,242,30-34,부산광역시
4237,replaysung,177170,42,남자,전단지광고,모바일,사업자,사업자,31,40-44,충청남도
4238,retunz2,226600,43,남자,지인추천,PC,개인,일반,14,40-44,경기도
4239,rfood8174,554020,34,남자,유튜브광고,PC,사업자,사업자,94,30-34,강원도
4240,rhc5885,1109830,40,남자,잡지광고,모바일,개인,일반,90,40-44,경상북도
4241,rhenqkd,78870,44,남자,잡지광고,모바일,사업자,사업자,0,40-44,경기도
4242,rhfrn1,1076480,31,여자,전단지광고,PC,사업자,사업자,48,30-34,서울특별시
4243,rhkdtjr18,71450,44,남자,잡지광고,PC,사업자,사업자,0,40-44,서울특별시
4244,rhm612,76400,44,남자,전단지광고,PC,사업자,사업자,0,40-44,부산광역시
4245,rhwnsgh1105,118250,44,남자,지인추천,모바일,사업자,사업자,464,40-44,인천광역시
4246,riosp85,45610,46,남자,기타,PC,사업자,일반,0,45-49,강원도
4247,riverside39,372540,58,남자,잡지광고,모바일,사업자,사업자,47,55-59,울산광역시
4248,rkals7812,70620,44,남자,전단지광고,모바일,사업자,사업자,0,40-44,경상남도
4249,rkdgp75,73700,48,남자,블로그광고,모바일,개인,일반,0,45-49,세종특별자치시
4250,rkdkdgus,328770,40,남자,전단지광고,PC,사업자,사업자,133,40-44,광주광역시
4251,rkdrn88,1076290,40,남자,인터넷검색,모바일,사업자,사업자,215,40-44,전라북도
4252,rkdtjr97,293610,42,남자,잡지광고,모바일,사업자,사업자,46,40-44,경기도
4253,rkgprkgp,3689980,40,여자,잡지광고,모바일,개인,일반,209,40-44,전라남도
4254,rlacltp,345650,42,남자,전단지광고,모바일,사업자,사업자,24,40-44,대전광역시
4255,rlagmltn3441,246000,48,남자,기타,모바일,개인,일반,0,45-49,강원도
4256,rlarkak123,782150,33,여자,잡지광고,모바일,사업자,사업자,33,30-34,전라남도
4257,rlarkdgh65,70670,47,남자,블로그광고,PC,개인,일반,0,45-49,경기도
4258,rlaskagml,279400,50,남자,잡지광고,PC,개인,사업자,43,50-54,경상남도
4259,rlaskatmd78,202840,26,남자,전단지광고,PC,사업자,사업자,28,25-29,서울특별시
4260,rlawltnr85,552280,34,남자,이메일광고,PC,사업자,사업자,653,30-34,광주광역시
4261,rlawngh7,284290,39,남자,인터넷검색,모바일,사업자,사업자,0,35-39,경기도
4262,rlaxkrrn2,422360,38,남자,인터넷검색,PC,개인,일반,24,35-39,경기도
4263,rlove07,732440,45,남자,SNS광고,모바일,개인,일반,443,45-49,충청북도
4264,rlove077,1597790,42,남자,블로그광고,PC,사업자,사업자,284,40-44,충청북도
4265,rlqkq12,422250,40,남자,전단지광고,모바일,사업자,사업자,164,40-44,충청남도
4266,rmxehfdl,81620,44,남자,지인추천,모바일,사업자,사업자,0,40-44,충청남도
4267,rngksl12,12185670,71,남자,신문광고,PC,사업자,사업자,247,70-74,충청북도
4268,rnjjang0220,64920,55,남자,블로그광고,PC,사업자,사업자,0,55-59,경기도
4269,rnjsduddo,347330,41,남자,SNS광고,모바일,사업자,사업자,59,40-44,경기도
4270,roal051,230080,40,남자,전단지광고,PC,개인,일반,64,40-44,부산광역시
4271,rockd83,3909800,24,남자,지인추천,모바일,사업자,사업자,118,20-24,경기도
4272,rodsuri,196150,38,여자,인터넷검색,PC,사업자,사업자,164,35-39,충청남도
4273,roimaster,2780860,34,남자,전단지광고,PC,사업자,사업자,107,30-34,경기도
4274,rok1269,132570,43,남자,잡지광고,모바일,사업자,일반,7,40-44,부산광역시
4275,roku4148,40320,44,남자,인터넷검색,모바일,개인,일반,20,40-44,경기도
4276,romandoll,2785020,40,남자,전단지광고,PC,사업자,사업자,285,40-44,부산광역시
4277,romandoll123,192470,48,남자,블로그광고,PC,개인,일반,14,45-49,부산광역시
4278,rose826,185790,40,남자,인터넷검색,모바일,사업자,사업자,93,40-44,경상남도
4279,royal6700,291270,25,여자,카카오톡광고,모바일,개인,일반,212,25-29,전라남도
4280,rst0313,961970,54,남자,기타,PC,개인,사업자,496,50-54,전라북도
4281,rubi1212,135850,39,남자,지인추천,모바일,사업자,사업자,0,35-39,부산광역시
4282,rud9743,385700,92,남자,잡지광고,모바일,사업자,사업자,385,90-94,전라남도
4283,rudal9767,164200,48,남자,잡지광고,모바일,개인,일반,1,45-49,강원도
4284,rudals730,992520,32,여자,카카오톡광고,모바일,개인,일반,743,30-34,충청북도
4285,rudcnstjs,96920,44,남자,블로그광고,PC,사업자,사업자,0,40-44,경기도
4286,rudskadlsp,438900,40,남자,전단지광고,PC,사업자,사업자,52,40-44,울산광역시
4287,run21yoo,916255,51,남자,블로그광고,PC,개인,일반,98,50-54,경상남도
4288,rusi52,229180,39,남자,SNS광고,모바일,사업자,사업자,303,35-39,경기도
4289,s1000k,9360,46,남자,전단지광고,모바일,개인,일반,0,45-49,대구광역시
4290,s2duds2,174240,46,남자,인터넷검색,모바일,사업자,사업자,0,45-49,대구광역시
4291,s6124,350570,36,남자,전단지광고,모바일,사업자,사업자,63,35-39,서울특별시
4292,s7razov,1172970,40,남자,인터넷기사광고,PC,사업자,사업자,582,40-44,인천광역시
4293,sachoon,148570,44,남자,전단지광고,PC,사업자,사업자,0,40-44,대전광역시
4294,sakara,1862550,40,남자,지인추천,모바일,사업자,사업자,168,40-44,경상남도
4295,saktoung,221690,23,여자,지인추천,모바일,사업자,사업자,84,20-24,경기도
4296,sam2026,145820,48,남자,블로그광고,PC,개인,일반,26,45-49,경기도
4297,sama12,421890,40,남자,SNS광고,모바일,사업자,사업자,154,40-44,충청남도
4298,samho1114,133630,45,남자,전단지광고,PC,사업자,사업자,12,45-49,전라남도
4299,samsunmi2,905280,21,여자,전단지광고,PC,사업자,일반,37,20-24,충청북도
4300,san425,92070,47,남자,인터넷검색,PC,개인,일반,0,45-49,인천광역시
4301,sang9287,379460,42,남자,전단지광고,모바일,개인,일반,62,40-44,서울특별시
4302,sanghai1545,3616275,51,남자,전단지광고,PC,사업자,사업자,107,50-54,경상북도
4303,sangjin0301,135630,45,남자,인터넷검색,PC,사업자,사업자,0,45-49,경기도
4304,sarangever,1443880,32,남자,카카오톡광고,모바일,사업자,사업자,378,30-34,충청북도
4305,sarbia,86240,44,남자,SNS광고,모바일,사업자,사업자,0,40-44,전라북도
4306,sarew81,738430,47,여자,SNS광고,모바일,사업자,사업자,677,45-49,인천광역시
4307,savena408,1876180,40,남자,SNS광고,모바일,개인,일반,336,40-44,강원도
4308,saybinz12,81600,47,남자,인터넷검색,모바일,개인,일반,0,45-49,부산광역시
4309,sbd2018,477170,32,남자,인터넷검색,PC,사업자,사업자,70,30-34,강원도
4310,sbm0111,328700,47,남자,기타,PC,사업자,사업자,3,45-49,경상북도
4311,sboraaa,388980,42,남자,잡지광고,PC,사업자,사업자,411,40-44,경기도
4312,sbsb0049,11290,44,남자,전단지광고,모바일,사업자,사업자,0,40-44,충청남도
4313,sc0615,147150,45,남자,잡지광고,모바일,사업자,사업자,22,45-49,대전광역시
4314,scallet29,119750,47,남자,전단지광고,모바일,개인,일반,0,45-49,경상북도
4315,sciencefarm,528660,45,남자,블로그광고,PC,사업자,사업자,111,45-49,서울특별시
4316,scissors666,352270,42,남자,지인추천,모바일,사업자,사업자,1,40-44,경기도
4317,scmwife,120120,45,남자,인터넷검색,모바일,사업자,사업자,0,45-49,전라북도
4318,scn898,318330,42,남자,전단지광고,PC,사업자,사업자,11,40-44,전라북도
4319,sco75,193520,40,남자,잡지광고,모바일,사업자,사업자,18,40-44,부산광역시
4320,scsodamae,896790,36,남자,카카오톡광고,모바일,사업자,사업자,197,35-39,인천광역시
4321,sd3633,328700,46,남자,기타,PC,사업자,사업자,8,45-49,서울특별시
4322,sda6438,186780,45,남자,인터넷검색,PC,사업자,사업자,8,45-49,대전광역시
4323,sdlscs,679470,42,남자,인터넷검색,PC,사업자,사업자,76,40-44,경기도
4324,seacloudj,55870,44,남자,전단지광고,모바일,사업자,사업자,0,40-44,경기도
4325,seagarden7,87410,47,남자,블로그광고,PC,개인,일반,0,45-49,전라남도
4326,secom8776,157740,45,남자,인터넷검색,모바일,사업자,사업자,0,45-49,울산광역시
4327,secretgalaxy,66500,45,남자,전단지광고,모바일,사업자,사업자,0,45-49,서울특별시
4328,see2345,187210,40,남자,전단지광고,모바일,사업자,사업자,239,40-44,경상북도
4329,seing302,388100,47,남자,SNS광고,모바일,개인,일반,179,45-49,대구광역시
4330,sejun87,11200190,33,남자,이메일광고,PC,사업자,사업자,591,30-34,서울특별시
4331,sek4431,335380,26,여자,전단지광고,모바일,사업자,사업자,209,25-29,충청북도
4332,selly7924,819290,46,남자,전단지광고,모바일,사업자,사업자,116,45-49,충청남도
4333,semi27,94600,45,남자,SNS광고,모바일,사업자,사업자,0,45-49,경기도
4334,senior9901,134760,46,남자,블로그광고,PC,사업자,사업자,0,45-49,울산광역시
4335,seo30312,54500,45,남자,인터넷검색,PC,사업자,사업자,90,45-49,제주특별자치도
4336,seok0315,748010,26,여자,카카오톡광고,모바일,사업자,사업자,270,25-29,서울특별시
4337,seokhee,316670,48,남자,인터넷검색,PC,사업자,사업자,1,45-49,전라남도
4338,seong,137400,46,남자,잡지광고,PC,개인,일반,246,45-49,부산광역시
4339,seoss5613,376320,30,여자,카카오톡광고,모바일,개인,일반,263,30-34,충청북도
4340,seoul1818,768980,60,남자,잡지광고,PC,사업자,사업자,363,60-64,서울특별시
4341,seoulok180211,367160,48,남자,지인추천,PC,사업자,사업자,0,45-49,전라북도
4342,sese0105,706330,40,남자,인터넷검색,PC,사업자,일반,10,40-44,광주광역시
4343,seshot01,1315760,40,여자,기타,모바일,사업자,사업자,360,40-44,충청남도
4344,setack,929880,35,남자,이메일광고,PC,사업자,사업자,266,35-39,대전광역시
4345,seva2,365620,39,남자,전단지광고,모바일,사업자,사업자,135,35-39,대전광역시
4346,sevenxx,12010380,29,남자,기타,PC,사업자,사업자,241,25-29,부산광역시
4347,sfkrk,132500,46,남자,전단지광고,PC,개인,일반,7,45-49,전라북도
4348,sfree12,476610,32,여자,카카오톡광고,모바일,사업자,사업자,93,30-34,경기도
4349,sgj1122,246400,46,남자,전단지광고,모바일,사업자,사업자,0,45-49,부산광역시
4350,sgy1026,799450,24,남자,카카오톡광고,모바일,사업자,사업자,440,20-24,서울특별시
4351,sh017411,118740,42,남자,블로그광고,PC,사업자,사업자,28,40-44,대전광역시
4352,sh090319,4606890,40,남자,인터넷검색,모바일,개인,일반,408,40-44,광주광역시
4353,sh13,75390,45,남자,블로그광고,PC,사업자,사업자,0,45-49,경기도
4354,sh760814,210000,47,남자,기타,모바일,사업자,사업자,1,45-49,광주광역시
4355,sh7678,612560,38,남자,지인추천,모바일,사업자,사업자,86,35-39,부산광역시
4356,shalala0109,98600,47,남자,지인추천,모바일,사업자,일반,0,45-49,경기도
4357,shco1230,53600,56,여자,블로그광고,PC,사업자,사업자,0,55-59,충청남도
4358,sheepkgd,1764220,42,남자,인터넷검색,모바일,사업자,사업자,315,40-44,서울특별시
4359,shin7369,285100,42,남자,SNS광고,모바일,사업자,사업자,148,40-44,대구광역시
4360,shinware,4668510,40,여자,전단지광고,모바일,사업자,사업자,215,40-44,경기도
4361,shinzzang31,47800,47,남자,인터넷검색,PC,사업자,일반,0,45-49,경기도
4362,shiozawa,81000,45,남자,전단지광고,모바일,사업자,일반,0,45-49,경기도
4363,shj8930104,910030,40,남자,잡지광고,모바일,사업자,사업자,166,40-44,부산광역시
4364,shk5001,1166200,40,남자,인터넷기사광고,PC,사업자,사업자,294,40-44,경기도
4365,shk6515,1086100,54,남자,블로그광고,모바일,사업자,사업자,121,50-54,서울특별시
4366,shkim1017,2488500,27,남자,지인추천,PC,사업자,사업자,137,25-29,서울특별시
4367,shy7309,1556150,40,남자,전단지광고,모바일,사업자,사업자,130,40-44,충청북도
4368,sia1977,73910,48,남자,블로그광고,PC,개인,일반,0,45-49,경상북도
4369,side1004,1815550,36,남자,잡지광고,PC,사업자,사업자,91,35-39,경기도
4370,sierajang,601260,49,남자,전단지광고,모바일,사업자,사업자,0,45-49,경기도
4371,sih0822,242310,42,남자,전단지광고,PC,개인,일반,44,40-44,서울특별시
4372,sijang0024,512400,42,남자,지인추천,모바일,사업자,사업자,71,40-44,경상북도
4373,sin3friend,147660,46,남자,SNS광고,모바일,사업자,일반,125,45-49,광주광역시
4374,sin8486,81000,51,남자,블로그광고,PC,사업자,사업자,0,50-54,경기도
4375,since8282,286080,26,남자,전단지광고,PC,사업자,사업자,61,25-29,경기도
4376,sinjeon0201,77700,45,남자,블로그광고,PC,사업자,사업자,36,45-49,서울특별시
4377,sinjiruai,324310,37,여자,SNS광고,모바일,사업자,사업자,19,35-39,경기도
4378,sinnara21k,223810,48,남자,기타,모바일,사업자,사업자,41,45-49,경상남도
4379,sinny7722,132500,47,남자,SNS광고,모바일,개인,일반,0,45-49,충청북도
4380,sinsungru1,3188410,29,남자,전단지광고,모바일,사업자,사업자,280,25-29,경기도
4381,sinyangok,113180,44,남자,블로그광고,PC,사업자,사업자,0,40-44,전라북도
4382,sisifos001,416450,43,남자,전단지광고,모바일,사업자,사업자,6,40-44,서울특별시
4383,sjfmf8989,174240,42,남자,잡지광고,PC,사업자,사업자,226,40-44,충청남도
4384,sjhan1961,343660,48,남자,잡지광고,PC,사업자,사업자,0,45-49,부산광역시
4385,sji6910,72270,44,남자,전단지광고,모바일,사업자,사업자,0,40-44,부산광역시
4386,sjkim3791,47700,44,남자,전단지광고,모바일,사업자,사업자,0,40-44,전라남도
4387,sjkye3205,80670,40,남자,인터넷기사광고,PC,사업자,특별회원,0,40-44,인천광역시
4388,sjy8115,1255755,40,남자,지인추천,PC,사업자,딜러 유치 회원,32,40-44,부산광역시
4389,sk11154,1590800,40,여자,전단지광고,PC,사업자,사업자,69,40-44,서울특별시
4390,sk126223,120290,42,남자,전단지광고,모바일,사업자,사업자,60,40-44,경기도
4391,sk424272,345490,47,남자,지인추천,모바일,개인,일반,5,45-49,강원도
4392,ska0212,159100,48,남자,블로그광고,모바일,개인,일반,0,45-49,부산광역시
4393,ska1959,133500,48,남자,블로그광고,모바일,개인,일반,0,45-49,충청남도
4394,skagh03,1454110,47,남자,전단지광고,모바일,사업자,사업자,273,45-49,강원도
4395,skawocjf,1224730,31,남자,지인추천,모바일,사업자,사업자,132,30-34,전라북도
4396,skb3302,459140,47,남자,인터넷검색,PC,사업자,사업자,27,45-49,강원도
4397,skdjkim,72000,44,남자,블로그광고,PC,사업자,사업자,78,40-44,서울특별시
4398,skdlfwls77,5075200,40,남자,인터넷검색,PC,개인,일반,255,40-44,경기도
4399,skej121519,52800,47,남자,SNS광고,모바일,사업자,일반,0,45-49,대구광역시
4400,skemfl369,1184040,33,남자,전단지광고,모바일,사업자,사업자,195,30-34,경기도
4401,skgusqls00,538730,45,남자,기타,모바일,사업자,사업자,11,45-49,인천광역시
4402,ski7346,218350,48,남자,블로그광고,모바일,개인,일반,8,45-49,경기도
4403,skisoon72,49700,47,남자,전단지광고,모바일,개인,일반,0,45-49,서울특별시
4404,skkk,244800,46,남자,기타,모바일,사업자,사업자,0,45-49,경상남도
4405,skleen1,112010,44,남자,잡지광고,모바일,사업자,사업자,0,40-44,서울특별시
4406,skn159,224410,42,남자,지인추천,모바일,사업자,사업자,0,40-44,경상북도
4407,sky1465018,206700,48,남자,블로그광고,모바일,개인,일반,0,45-49,충청남도
4408,sky3269,180400,45,남자,인터넷검색,모바일,사업자,사업자,0,45-49,전라북도
4409,sky7,686470,35,남자,유튜브광고,PC,사업자,사업자,83,35-39,강원도
4410,sky791029,2013770,40,남자,기타,PC,사업자,사업자,209,40-44,경상남도
4411,skyejaqufk,1296320,40,남자,잡지광고,모바일,개인,일반,192,40-44,강원도
4412,skyqb456,1480360,46,남자,전단지광고,PC,사업자,사업자,111,45-49,서울특별시
4413,slk17118822m,253640,45,남자,지인추천,모바일,사업자,사업자,0,45-49,서울특별시
4414,sm20091210,27920,43,여자,블로그광고,PC,사업자,사업자,0,40-44,서울특별시
4415,sm7117,162950,45,남자,전단지광고,PC,사업자,사업자,0,45-49,인천광역시
4416,smallposco2,207900,46,남자,기타,PC,사업자,사업자,0,45-49,전라남도
4417,smgptnr1,55140,39,남자,인터넷기사광고,PC,사업자,사업자,87,35-39,인천광역시
4418,smile23i,284200,48,남자,블로그광고,PC,사업자,사업자,0,45-49,경상남도
4419,smilefood,88520,47,남자,블로그광고,PC,개인,일반,0,45-49,서울특별시
4420,smj1102,98360,48,남자,잡지광고,PC,개인,일반,0,45-49,충청북도
4421,sms3957,1028090,40,남자,전단지광고,모바일,사업자,사업자,298,40-44,충청북도
4422,snhfc,177210,39,남자,전단지광고,모바일,사업자,사업자,117,35-39,충청북도
4423,sniperkims,641040,28,여자,전단지광고,PC,사업자,사업자,58,25-29,세종특별자치시
4424,snrndi15,75200,42,남자,인터넷검색,모바일,사업자,일반,5,40-44,서울특별시
4425,sodduck2,53790,44,남자,전단지광고,PC,사업자,사업자,0,40-44,대구광역시
4426,soju0629,106620,47,여자,전단지광고,모바일,사업자,일반,0,45-49,대구광역시
4427,sok1352,352410,48,남자,전단지광고,모바일,사업자,일반,0,45-49,전라북도
4428,sokaj2p,1560010,40,여자,인터넷검색,모바일,사업자,사업자,249,40-44,부산광역시
4429,som012,133160,44,남자,인터넷검색,모바일,개인,일반,11,40-44,충청남도
4430,son5861,1412880,66,남자,인터넷기사광고,모바일,사업자,사업자,11,65-69,경상남도
4431,son826,358560,48,여자,블로그광고,모바일,개인,일반,82,45-49,충청북도
4432,sondy22,435230,41,남자,잡지광고,PC,사업자,사업자,207,40-44,경상북도
