,ID,나이,성별,유입경로,유입기기,회원구분,구매여부,주소(동/읍/면),AgeGroup
5354,pp264,34,남자,이메일광고,PC,전화주문 고객,0,광주광역시,30-35
5355,pp266,34,남자,잡지광고,PC,전화주문 고객,0,경상북도,30-35
5356,prs05sk,47,남자,기타,모바일,사업자,0,서울특별시,45-50
5357,toyhjin,47,남자,SNS광고,모바일,사업자,0,경기도,45-50
5358,16995574@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5359,40856593@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5360,79774995@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5361,cafefriends,47,남자,기타,PC,사업자,0,경상남도,45-50
5362,keungpyo,47,남자,지인추천,PC,사업자,0,충청남도,45-50
5363,lakimbab,47,남자,잡지광고,PC,사업자,0,대전광역시,45-50
5364,wind5272,47,남자,블로그광고,PC,사업자,0,충청북도,45-50
5365,ysmxxx,47,남자,잡지광고,모바일,사업자,0,부산광역시,45-50
5366,hbdkim,48,남자,잡지광고,모바일,일반,0,경상북도,45-50
5367,hjw1023,47,남자,기타,PC,사업자,0,경기도,45-50
5368,yihun690,47,남자,잡지광고,모바일,사업자,0,인천광역시,45-50
5369,140733509@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5370,23117582@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5371,776372783@k,48,남자,블로그광고,모바일,일반,0,-,45-50
5372,choigane67,47,남자,잡지광고,PC,사업자,0,강원도,45-50
5373,chool0022,48,남자,블로그광고,PC,일반,0,경기도,45-50
5374,gksk2879,47,남자,잡지광고,모바일,사업자,0,제주특별자치도,45-50
5375,ijy1210,46,남자,잡지광고,모바일,사업자,0,서울특별시,45-50
5376,lhj2926,47,남자,잡지광고,PC,사업자,0,서울특별시,45-50
5377,ljm2pne15,48,남자,잡지광고,모바일,일반,0,충청북도,45-50
5378,pp270,35,남자,이메일광고,PC,전화주문 고객,0,경상북도,35-40
5379,pp275,34,남자,이메일광고,PC,전화주문 고객,0,전라남도,30-35
5380,sign666,47,남자,잡지광고,PC,사업자,0,경기도,45-50
5381,siknok,47,남자,블로그광고,PC,사업자,0,전라남도,45-50
5382,tkdqja1536,48,남자,블로그광고,PC,일반,0,광주광역시,45-50
5383,32115157@n,48,남자,블로그광고,모바일,일반,0,경기도,45-50
5384,6666339@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5385,83540734@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5386,ahtwkfl0222,47,남자,잡지광고,PC,사업자,0,경상남도,45-50
5387,heyman43,47,남자,기타,PC,사업자,0,부산광역시,45-50
5388,okok070101,48,남자,기타,모바일,일반,0,전라북도,45-50
5389,sis5566,47,남자,잡지광고,모바일,사업자,0,강원도,45-50
5390,sr99dr,47,남자,잡지광고,모바일,사업자,0,대전광역시,45-50
5391,swpark7882,47,남자,SNS광고,모바일,사업자,0,경상북도,45-50
5392,yn5902,47,남자,잡지광고,모바일,사업자,0,강원도,45-50
5393,yoon10101,48,남자,기타,모바일,일반,0,경기도,45-50
5394,41166977@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5395,45649306@n,48,남자,블로그광고,PC,일반,0,-,45-50
5396,bjb1189,47,남자,블로그광고,PC,사업자,0,서울특별시,45-50
5397,pp317,34,남자,이메일광고,PC,전화주문 고객,0,경상북도,30-35
5398,32121755@n,48,남자,블로그광고,PC,일반,0,-,45-50
5399,61391744@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5400,adagio0505,47,남자,잡지광고,모바일,사업자,0,경상남도,45-50
5401,dongtaegirl,47,남자,기타,모바일,사업자,0,전라북도,45-50
5402,hwjsuam,47,남자,SNS광고,모바일,사업자,0,울산광역시,45-50
5403,minbi95,47,남자,잡지광고,모바일,사업자,0,서울특별시,45-50
5404,tjdtn730,47,남자,잡지광고,PC,사업자,0,울산광역시,45-50
5405,91469917@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5406,rnstks79,48,남자,블로그광고,모바일,일반,0,전라북도,45-50
5407,130158473@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5408,139967358@n,48,남자,블로그광고,PC,일반,0,-,45-50
5409,kjy01958,48,남자,블로그광고,PC,일반,0,인천광역시,45-50
5410,ksy1424,47,남자,잡지광고,PC,사업자,0,경상남도,45-50
5411,dtrywj,48,남자,기타,모바일,일반,0,경상북도,45-50
5412,go116kr,47,남자,기타,모바일,사업자,0,대전광역시,45-50
5413,kbsydjh,47,남자,잡지광고,모바일,사업자,0,부산광역시,45-50
5414,mapa22,48,남자,지인추천,모바일,사업자,0,서울특별시,45-50
5415,yeongdeokcook,46,남자,기타,PC,사업자,0,경상북도,45-50
5416,20250542@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5417,33251695@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5418,bg0534,48,남자,블로그광고,PC,일반,0,경기도,45-50
5419,kms3225,48,남자,블로그광고,PC,일반,0,전라남도,45-50
5420,mina0028,47,남자,SNS광고,모바일,사업자,0,부산광역시,45-50
5421,pp384,34,남자,이메일광고,PC,전화주문 고객,0,경상남도,30-35
5422,sgj9104101,47,남자,기타,모바일,사업자,0,부산광역시,45-50
5423,kevinoh5,47,남자,블로그광고,PC,사업자,0,경기도,45-50
5424,pp397,34,남자,이메일광고,PC,전화주문 고객,0,강원도,30-35
5425,pp405,32,남자,이메일광고,PC,전화주문 고객,0,경기도,30-35
5426,sf4491,47,남자,블로그광고,PC,사업자,0,서울특별시,45-50
5427,shj0907,47,남자,잡지광고,모바일,사업자,0,경상남도,45-50
5428,migo79,47,남자,기타,PC,사업자,0,경기도,45-50
5429,newrage,47,남자,기타,모바일,사업자,0,충청북도,45-50
5430,hong0603,47,남자,기타,PC,사업자,0,경기도,45-50
5431,ohoo5hoo,47,남자,블로그광고,PC,사업자,0,대구광역시,45-50
5432,t0105462155,48,남자,블로그광고,PC,일반,0,서울특별시,45-50
5433,getwellsoon,47,남자,잡지광고,PC,사업자,0,부산광역시,45-50
5434,cne0117,48,남자,기타,모바일,일반,0,경상남도,45-50
5435,789000509@k,48,남자,블로그광고,모바일,일반,0,-,45-50
5436,ylias20,47,남자,잡지광고,PC,사업자,0,경기도,45-50
5437,789857673@k,48,남자,블로그광고,모바일,일반,0,-,45-50
5438,jjjang18,47,남자,SNS광고,모바일,사업자,0,부산광역시,45-50
5439,124715194@n,42,남자,SNS광고,모바일,일반,0,-,40-45
5440,anchunhua,47,남자,잡지광고,모바일,사업자,0,-,45-50
5441,chj6403,47,남자,블로그광고,PC,사업자,0,경기도,45-50
5442,garam51,47,남자,잡지광고,모바일,사업자,0,경기도,45-50
5443,pp441,35,남자,이메일광고,PC,전화주문 고객,0,광주광역시,35-40
5444,seaweed12,47,남자,블로그광고,PC,사업자,0,서울특별시,45-50
5445,31200157@n,44,남자,SNS광고,모바일,일반,0,-,40-45
5446,nsr260,48,남자,잡지광고,PC,일반,0,강원도,45-50
5447,791801923@k,48,남자,블로그광고,모바일,일반,0,-,45-50
5448,sunny0614,47,남자,SNS광고,모바일,사업자,0,서울특별시,45-50
5449,19208904@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5450,hmsr6035,47,남자,블로그광고,PC,사업자,0,경기도,45-50
5451,hvs21,48,남자,블로그광고,PC,일반,0,경기도,45-50
5452,naginga,47,남자,지인추천,PC,사업자,0,대전광역시,45-50
5453,suby0124,47,남자,잡지광고,PC,사업자,0,경상북도,45-50
5454,712209936@k,48,남자,블로그광고,모바일,일반,0,-,45-50
5455,dpcoop,47,남자,블로그광고,PC,사업자,0,강원도,45-50
5456,losung,47,남자,SNS광고,모바일,사업자,0,경기도,45-50
5457,romeo1288,47,남자,기타,PC,사업자,0,서울특별시,45-50
5458,794747795@k,48,남자,블로그광고,PC,일반,0,-,45-50
5459,mouton,47,남자,잡지광고,PC,사업자,0,경기도,45-50
5460,seok7007,48,남자,잡지광고,모바일,일반,0,경상북도,45-50
5461,cert76,47,남자,잡지광고,모바일,사업자,0,전라북도,45-50
5462,44236385@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5463,11644801@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5464,35438761@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5465,18359608@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5466,797073466@k,48,남자,블로그광고,PC,일반,0,-,45-50
5467,park6557,47,남자,잡지광고,모바일,사업자,0,전라북도,45-50
5468,43944223@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5469,ahns2,48,남자,잡지광고,모바일,일반,0,대구광역시,45-50
5470,heon9147,48,남자,블로그광고,모바일,일반,0,대구광역시,45-50
5471,tnsdl1818,47,남자,블로그광고,PC,사업자,0,경상남도,45-50
5472,yujin0227,48,남자,잡지광고,모바일,일반,0,대구광역시,45-50
5473,myhome8900,47,남자,블로그광고,PC,사업자,0,강원도,45-50
5474,rjh5783,47,남자,잡지광고,PC,사업자,0,대전광역시,45-50
5475,bash1,47,남자,잡지광고,모바일,사업자,0,경상북도,45-50
5476,134923478@n,48,남자,블로그광고,PC,일반,0,서울특별시,45-50
5477,16393852@n,48,남자,블로그광고,PC,일반,0,-,45-50
5478,72706820@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5479,7680394@n,44,남자,블로그광고,PC,일반,0,-,40-45
5480,mehome8900,47,남자,블로그광고,PC,사업자,0,강원도,45-50
5481,130689101@n,41,남자,SNS광고,모바일,일반,0,경상남도,40-45
5482,kkis588,48,남자,지인추천,PC,사업자,0,경상북도,45-50
5483,40116724@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5484,c5511,49,남자,지인추천,PC,딜러 유치 회원,0,부산광역시,45-50
5485,pgc0324,48,남자,블로그광고,모바일,일반,0,대전광역시,45-50
5486,79138563@n,48,남자,블로그광고,모바일,일반,0,서울특별시,45-50
5487,gerberas,51,남자,지인추천,PC,딜러 유치 회원,0,부산광역시,50-55
5488,kim048,51,남자,지인추천,모바일,딜러 유치 회원,0,부산광역시,50-55
5489,804555370@k,48,남자,블로그광고,모바일,일반,0,-,45-50
5490,14257737@n,49,남자,블로그광고,모바일,일반,0,경기도,45-50
5491,33134120@n,47,남자,SNS광고,모바일,일반,0,-,45-50
5492,805345571@k,48,남자,블로그광고,PC,일반,0,-,45-50
5493,ghkdus1005,47,남자,기타,모바일,관리자,0,인천광역시,45-50
5494,kingsm9566,47,남자,인터넷검색,PC,사업자,0,대구광역시,45-50
5495,79848587@n,47,남자,블로그광고,PC,일반,0,-,45-50
5496,tree062525,49,남자,지인추천,모바일,딜러 유치 회원,0,부산광역시,45-50
5497,6115875@n,48,남자,블로그광고,PC,일반,0,서울특별시,45-50
5498,chdnjs917,48,남자,잡지광고,모바일,일반,0,충청남도,45-50
5499,mjh1027,47,남자,전단지광고,모바일,사업자,0,경기도,45-50
5500,23925854@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5501,37882282@n,48,남자,블로그광고,PC,일반,0,-,45-50
5502,821656421559153@f,48,남자,블로그광고,모바일,일반,0,-,45-50
5503,144422008@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5504,807821502@k,48,남자,블로그광고,모바일,일반,0,-,45-50
5505,pp524,35,남자,이메일광고,PC,전화주문 고객,0,대구광역시,35-40
5506,iamwantkiss,43,남자,지인추천,모바일,딜러 유치 회원,0,울산광역시,40-45
5507,mars145,48,남자,전단지광고,모바일,일반,0,서울특별시,45-50
5508,t5124333,49,남자,지인추천,PC,딜러 유치 회원,0,부산광역시,45-50
5509,wpgmlwhd,47,남자,지인추천,모바일,사업자,0,서울특별시,45-50
5510,shhwang71,48,남자,인터넷검색,모바일,사업자,0,서울특별시,45-50
5511,youngaeae098,48,남자,잡지광고,모바일,일반,0,충청남도,45-50
5512,22905912@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5513,70338342@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5514,bab5949,49,남자,지인추천,PC,딜러 유치 회원,0,부산광역시,45-50
5515,pp526,34,남자,이메일광고,PC,전화주문 고객,0,경기도,30-35
5516,26410503@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5517,43783538@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5518,49494061@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5519,jihye88,47,남자,전단지광고,모바일,사업자,0,경기도,45-50
5520,wingky1,48,남자,인터넷검색,모바일,일반,0,세종특별자치시,45-50
5521,cheznous301,48,남자,인터넷검색,모바일,일반,0,경기도,45-50
5522,t113389,49,남자,지인추천,PC,딜러 유치 회원,0,부산광역시,45-50
5523,t6345582,46,남자,지인추천,PC,딜러 유치 회원,0,부산광역시,45-50
5524,59949980@n,48,남자,블로그광고,PC,일반,0,-,45-50
5525,70750302@n,48,남자,블로그광고,PC,일반,0,-,45-50
5526,jhk241,48,남자,블로그광고,PC,일반,0,강원도,45-50
5527,33410374@n,47,남자,SNS광고,모바일,일반,0,-,45-50
5528,apt1061205,48,남자,인터넷검색,모바일,일반,0,충청남도,45-50
5529,damoa6844,47,남자,전단지광고,PC,사업자,0,대구광역시,45-50
5530,jihyun6178,47,남자,전단지광고,모바일,사업자,0,광주광역시,45-50
5531,joo02011,47,남자,전단지광고,모바일,사업자,0,인천광역시,45-50
5532,jsyoo6437,47,남자,전단지광고,PC,사업자,0,전라북도,45-50
5533,kar2545,47,남자,전단지광고,모바일,사업자,0,강원도,45-50
5534,kooks2003,47,남자,전단지광고,PC,사업자,0,대구광역시,45-50
5535,leee114,47,남자,전단지광고,PC,사업자,0,강원도,45-50
5536,pp546,34,남자,이메일광고,PC,전화주문 고객,0,경상북도,30-35
5537,qhfk8558,47,남자,전단지광고,PC,사업자,0,대구광역시,45-50
5538,17578399@n,47,남자,SNS광고,모바일,일반,0,광주광역시,45-50
5539,alswl0841,47,남자,전단지광고,모바일,사업자,0,경상남도,45-50
5540,arumsbon,47,남자,인터넷검색,PC,사업자,0,세종특별자치시,45-50
5541,lovely6415,47,남자,전단지광고,모바일,사업자,0,제주특별자치도,45-50
5542,minb1029,47,남자,잡지광고,모바일,사업자,0,강원도,45-50
5543,39982829@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5544,bleek,47,남자,전단지광고,모바일,사업자,0,전라북도,45-50
5545,coldpp021,47,남자,인터넷검색,PC,사업자,0,경상남도,45-50
5546,lhr7738,47,남자,블로그광고,PC,사업자,0,경상북도,45-50
5547,lily0312,47,남자,전단지광고,모바일,사업자,0,경상북도,45-50
5548,song0119346,48,남자,잡지광고,모바일,일반,0,전라북도,45-50
5549,sumin9243,47,남자,잡지광고,모바일,사업자,0,경상북도,45-50
5550,817920402@k,48,남자,블로그광고,모바일,일반,0,-,45-50
5551,95079945@n,47,남자,SNS광고,모바일,일반,0,-,45-50
5552,pcs1753,46,남자,전단지광고,모바일,사업자,0,경상남도,45-50
5553,wlgns2u,47,남자,전단지광고,PC,사업자,0,대전광역시,45-50
5554,105398545@n,48,남자,블로그광고,PC,일반,0,-,45-50
5555,26233548@n,48,남자,블로그광고,PC,일반,0,-,45-50
5556,notre76,47,남자,전단지광고,PC,사업자,0,광주광역시,45-50
5557,pp573,37,남자,신문광고,PC,전화주문 고객,0,인천광역시,35-40
5558,sjs6899,48,남자,인터넷검색,모바일,일반,0,강원도,45-50
5559,8959210@n,48,남자,블로그광고,PC,일반,0,-,45-50
5560,bigkgb2358,47,남자,전단지광고,모바일,일반,0,부산광역시,45-50
5561,dream5786,48,남자,블로그광고,PC,일반,0,인천광역시,45-50
5562,mp9003,47,남자,전단지광고,모바일,사업자,0,대구광역시,45-50
5563,888887481@k,48,남자,블로그광고,모바일,일반,0,-,45-50
5564,changpo98,47,남자,전단지광고,PC,사업자,0,서울특별시,45-50
5565,j931015,47,남자,인터넷검색,PC,사업자,0,경상북도,45-50
5566,seastar1962,47,남자,전단지광고,PC,사업자,0,인천광역시,45-50
5567,thsakt12,48,남자,잡지광고,모바일,일반,0,전라남도,45-50
5568,winpkpk,47,남자,전단지광고,PC,사업자,0,부산광역시,45-50
5569,814198773@k,48,남자,블로그광고,모바일,일반,0,-,45-50
5570,889279015@k,48,남자,블로그광고,모바일,일반,0,-,45-50
5571,t2751080,46,남자,지인추천,PC,딜러 유치 회원,0,경상북도,45-50
5572,t5075074,49,남자,지인추천,PC,딜러 유치 회원,0,부산광역시,45-50
5573,songha941,47,남자,전단지광고,PC,사업자,0,경상남도,45-50
5574,yjmdia,47,남자,인터넷검색,PC,사업자,0,울산광역시,45-50
5575,hloveish,46,남자,잡지광고,모바일,사업자,0,강원도,45-50
5576,redbrod,47,남자,전단지광고,PC,사업자,0,강원도,45-50
5577,top9633,47,남자,잡지광고,모바일,사업자,0,인천광역시,45-50
5578,78192450@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5579,83252403@n,48,남자,블로그광고,PC,일반,0,-,45-50
5580,891724059@k,48,남자,블로그광고,PC,일반,0,-,45-50
5581,891945515@k,48,남자,블로그광고,모바일,일반,0,-,45-50
5582,kkl092,47,남자,인터넷검색,모바일,사업자,0,부산광역시,45-50
5583,ks01133,48,남자,잡지광고,모바일,일반,0,전라남도,45-50
5584,pp626,34,남자,이메일광고,PC,전화주문 고객,0,경상북도,30-35
5585,22046734@n,48,남자,블로그광고,PC,일반,0,-,45-50
5586,mjl1104,47,남자,인터넷검색,모바일,사업자,0,경기도,45-50
5587,kdm719,47,남자,전단지광고,모바일,사업자,0,경상남도,45-50
5588,beboprom,48,남자,전단지광고,PC,일반,0,부산광역시,45-50
5589,894841927@k,48,남자,블로그광고,PC,일반,0,-,45-50
5590,cooi5776,47,남자,지인추천,모바일,사업자,0,부산광역시,45-50
5591,mirona,48,남자,인터넷검색,PC,일반,0,충청북도,45-50
5592,onigiring,49,남자,지인추천,모바일,딜러 유치 회원,0,부산광역시,45-50
5593,thaigarden,47,남자,전단지광고,모바일,사업자,0,서울특별시,45-50
5594,895650413@k,48,남자,블로그광고,모바일,일반,0,-,45-50
5595,kim1234567,48,남자,전단지광고,모바일,일반,0,경기도,45-50
5596,4811847@n,48,남자,블로그광고,PC,일반,0,-,45-50
5597,32495064@n,48,남자,블로그광고,PC,일반,0,-,45-50
5598,896717463@k,48,남자,블로그광고,모바일,일반,0,-,45-50
5599,dla00247,48,남자,블로그광고,PC,일반,0,전라남도,45-50
5600,nanman,47,남자,전단지광고,모바일,사업자,0,경기도,45-50
5601,897708229@k,48,남자,블로그광고,모바일,일반,0,-,45-50
5602,136595075@n,48,남자,블로그광고,PC,일반,0,-,45-50
5603,dak12324,47,남자,인터넷검색,모바일,사업자,0,대구광역시,45-50
5604,qwe5435,47,남자,잡지광고,모바일,사업자,0,전라북도,45-50
5605,57543662@n,48,남자,블로그광고,모바일,일반,0,서울특별시,45-50
5606,goodman1218,48,남자,전단지광고,모바일,일반,0,대구광역시,45-50
5607,sujung9809,47,남자,인터넷검색,모바일,사업자,0,충청남도,45-50
5608,12235312@n,47,남자,SNS광고,모바일,일반,0,-,45-50
5609,ms100623,48,남자,전단지광고,PC,일반,0,경기도,45-50
5610,25410550@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5611,4031830@n,47,남자,블로그광고,PC,일반,0,-,45-50
5612,acdd0186,47,남자,기타,모바일,사업자,0,경상남도,45-50
5613,kstons,48,남자,인터넷검색,PC,일반,0,서울특별시,45-50
5614,real8293,49,남자,지인추천,PC,딜러 유치 회원,0,부산광역시,45-50
5615,sangh0617,48,남자,인터넷검색,PC,일반,0,경기도,45-50
5616,36954169@n,47,남자,블로그광고,PC,일반,0,-,45-50
5617,pp674,34,남자,이메일광고,PC,전화주문 고객,0,경기도,30-35
5618,sh087935,48,남자,인터넷검색,모바일,일반,0,충청남도,45-50
5619,37918120@n,48,남자,블로그광고,모바일,일반,0,경기도,45-50
5620,14440207@n,47,남자,블로그광고,PC,일반,0,-,45-50
5621,904645387@k,48,남자,블로그광고,모바일,일반,0,-,45-50
5622,tbr4949,49,남자,지인추천,PC,딜러 유치 회원,0,부산광역시,45-50
5623,suk630120sc,47,남자,인터넷검색,모바일,사업자,0,경상남도,45-50
5624,pp700,34,남자,이메일광고,PC,전화주문 고객,0,경기도,30-35
5625,tyui0315,47,남자,잡지광고,모바일,사업자,0,전라남도,45-50
5626,yoomi2177,47,남자,전단지광고,PC,사업자,0,광주광역시,45-50
5627,24690623@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5628,41673238@n,48,남자,블로그광고,PC,일반,0,-,45-50
5629,aso6966,48,남자,잡지광고,모바일,일반,0,경상남도,45-50
5630,aso8414,47,남자,잡지광고,모바일,사업자,0,경상남도,45-50
5631,gh5174,47,남자,인터넷검색,모바일,사업자,0,경상남도,45-50
5632,sweetsuwon,47,남자,전단지광고,PC,사업자,0,경기도,45-50
5633,5775010@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5634,aa1960gg,48,남자,인터넷검색,모바일,일반,0,경상남도,45-50
5635,sangsil88,47,남자,전단지광고,모바일,사업자,0,충청남도,45-50
5636,hong00416,47,남자,인터넷검색,PC,사업자,0,강원도,45-50
5637,youngae098,47,남자,전단지광고,모바일,사업자,0,충청남도,45-50
5638,17696288@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5639,hyun,47,남자,잡지광고,모바일,사업자,0,충청남도,45-50
5640,msnamu,47,남자,지인추천,모바일,사업자,0,전라남도,45-50
5641,910097078@k,48,남자,블로그광고,모바일,일반,0,-,45-50
5642,148842256@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5643,lhy9910,47,남자,인터넷검색,PC,일반,0,경기도,45-50
5644,pyo30431,47,남자,인터넷검색,PC,사업자,0,강원도,45-50
5645,56449946@n,47,남자,SNS광고,모바일,일반,0,-,45-50
5646,67154434@n,47,남자,SNS광고,모바일,일반,0,-,45-50
5647,hyune47,47,남자,인터넷검색,모바일,사업자,0,서울특별시,45-50
5648,l0074,49,남자,지인추천,PC,딜러 유치 회원,0,울산광역시,45-50
5649,w5999,64,남자,지인추천,PC,딜러,0,울산광역시,60-65
5650,wjdska,48,남자,지인추천,모바일,일반,0,전라북도,45-50
5651,zzang1562,48,남자,전단지광고,모바일,일반,0,경기도,45-50
5652,912487674@k,48,남자,블로그광고,모바일,일반,0,-,45-50
5653,pisaddong,46,남자,블로그광고,PC,일반,0,충청남도,45-50
5654,pp723,39,남자,지인추천,PC,전화주문 고객,0,경기도,35-40
5655,912855062@k,48,남자,블로그광고,모바일,일반,0,-,45-50
5656,aaa7553,47,남자,전단지광고,PC,일반,0,충청남도,45-50
5657,pastarico,46,남자,잡지광고,PC,사업자,0,서울특별시,45-50
5658,comsel201,46,남자,인터넷검색,PC,사업자,0,서울특별시,45-50
5659,102702860@n,48,남자,블로그광고,모바일,일반,0,-,45-50
5660,seomj0807,48,남자,블로그광고,모바일,일반,0,충청남도,45-50
5661,914850011@k,48,남자,블로그광고,모바일,일반,0,-,45-50
5662,isdu6,47,남자,인터넷검색,모바일,사업자,0,경상남도,45-50
5663,pp729,34,남자,유튜브광고,PC,전화주문 고객,0,부산광역시,30-35
5664,sdw6742,40,남자,인터넷검색,모바일,사업자,0,부산광역시,40-45
5665,915550116@k,47,남자,SNS광고,모바일,일반,0,-,45-50
5666,rhkrckswo,47,남자,인터넷검색,모바일,일반,0,서울특별시,45-50
5667,hs4109,43,남자,지인추천,PC,딜러 유치 회원,0,울산광역시,40-45
5668,pp733,34,남자,유튜브광고,PC,전화주문 고객,0,부산광역시,30-35
5669,t7565005,46,남자,지인추천,PC,딜러 유치 회원,0,부산광역시,45-50
5670,28636125@n,47,남자,SNS광고,모바일,일반,0,-,45-50
5671,56960387@n,47,남자,블로그광고,PC,일반,0,전라남도,45-50
5672,35353208@n,47,남자,SNS광고,모바일,일반,0,-,45-50
5673,lovecsf1,47,남자,인터넷검색,모바일,일반,0,서울특별시,45-50
5674,pks0001,63,남자,지인추천,PC,딜러,0,-,60-65
5675,pks0002,63,남자,지인추천,PC,딜러,0,-,60-65
5676,pks0003,55,여자,지인추천,PC,딜러,0,부산광역시,55-60
5677,pp736,37,남자,유튜브광고,PC,전화주문 고객,0,경상남도,35-40
5678,t2393693,46,남자,지인추천,PC,딜러 유치 회원,0,울산광역시,45-50
5679,hs2882,46,남자,지인추천,PC,딜러 유치 회원,0,경상남도,45-50
5680,2180527052021192@f,47,남자,SNS광고,모바일,일반,0,-,45-50
5681,kt1247,47,남자,전단지광고,모바일,일반,0,전라북도,45-50
5682,t0522370660,44,남자,지인추천,PC,딜러 유치 회원,0,울산광역시,40-45
5683,t5817387,51,남자,지인추천,PC,딜러 유치 회원,0,부산광역시,50-55
5684,20364574@n,47,남자,SNS광고,모바일,일반,0,-,45-50
5685,hayou,46,남자,인터넷검색,모바일,사업자,0,경기도,45-50
5686,qaz119,47,남자,인터넷검색,PC,일반,0,경기도,45-50
5687,t7239090,46,남자,지인추천,PC,딜러 유치 회원,0,부산광역시,45-50
5688,62190915@n,47,남자,SNS광고,모바일,일반,0,-,45-50
5689,920028495@k,46,남자,블로그광고,PC,일반,0,-,45-50
5690,pp742,33,남자,유튜브광고,PC,전화주문 고객,0,경상남도,30-35
5691,leemajean82,46,남자,인터넷검색,PC,사업자,0,서울특별시,45-50
5692,hs2986,43,남자,지인추천,PC,딜러 유치 회원,0,울산광역시,40-45
5693,tabbyan,38,남자,전단지광고,모바일,사업자,0,경기도,35-40
5694,101739814@n,47,남자,SNS광고,모바일,일반,0,-,45-50
5695,pp747,33,남자,유튜브광고,PC,전화주문 고객,0,울산광역시,30-35
5696,11814692@n,47,남자,블로그광고,PC,일반,0,광주광역시,45-50
5697,pks0004,62,여자,지인추천,PC,딜러,0,부산광역시,60-65
5698,pks0005,62,여자,지인추천,PC,딜러,0,부산광역시,60-65
5699,pks0006,62,여자,지인추천,PC,딜러,0,부산광역시,60-65
5700,pks0007,62,여자,지인추천,PC,딜러,0,부산광역시,60-65
5701,t3333661,48,남자,지인추천,PC,딜러 유치 회원,0,경상남도,45-50
5702,56741815@n,47,남자,블로그광고,PC,일반,0,-,45-50
5703,pp750,34,남자,유튜브광고,PC,전화주문 고객,0,서울특별시,30-35
5704,ruskorea,46,남자,인터넷검색,PC,사업자,0,-,45-50
5705,6349220@n,47,남자,SNS광고,모바일,일반,0,-,45-50
5706,928796393@k,47,남자,SNS광고,모바일,일반,0,-,45-50
5707,928958277@k,39,남자,SNS광고,모바일,일반,0,-,35-40
5708,t8536789,46,남자,지인추천,PC,딜러 유치 회원,0,부산광역시,45-50
5709,t8641688,46,남자,지인추천,PC,딜러 유치 회원,0,부산광역시,45-50
5710,36786437@n,47,남자,블로그광고,PC,일반,0,-,45-50
5711,hs2658,47,남자,지인추천,PC,딜러 유치 회원,0,울산광역시,45-50
5712,30995219@n,47,남자,SNS광고,모바일,일반,0,-,45-50
5713,28005493@n,47,남자,블로그광고,PC,일반,0,-,45-50
5714,donut16,44,남자,기타,PC,일반,0,경기도,40-45
5715,932506152@k,47,남자,SNS광고,모바일,일반,0,-,45-50
5716,hs1698,43,남자,지인추천,PC,딜러 유치 회원,0,울산광역시,40-45
5717,t5452,46,남자,지인추천,PC,딜러 유치 회원,0,부산광역시,45-50
5718,131659202@n,47,남자,블로그광고,PC,일반,0,-,45-50
5719,935208576@k,47,남자,SNS광고,모바일,일반,0,-,45-50
5720,skaehdtnfk2,46,남자,지인추천,PC,일반,0,인천광역시,45-50
5721,a0511234567,43,남자,기타,PC,딜러 유치 회원,0,-,40-45
5722,pp761,33,남자,기타,PC,전화주문 고객,0,-,30-35
5723,49916910@n,44,남자,SNS광고,모바일,일반,0,-,40-45
5724,705591798@k,47,남자,SNS광고,모바일,일반,0,-,45-50
5725,53034130@n,43,남자,SNS광고,모바일,일반,0,부산광역시,40-45
